Feature,Pearson_r,p_value,__index_level_0__
Lijdv_d,-0.0017825113202272428,0.9231799937296368,135
Freq20000_nw,-0.0017716546293163552,0.923646444652221,92
Alg_positief_bvnw_d,-0.001717441222716701,0.9259760792456372,314
AL_gem,0.0017151359523421804,0.9260751545125132,162
Nw_d,-0.001697532626478376,0.9268317430092343,421
Ontk_morf_d,0.001669047046781326,0.9280561890592905,139
Ww1_conj,0.001516843119723596,0.9346014546922734,128
Freq5000_inhwrd_zonder_abw,0.0015151579571920822,0.9346739477419053,66
Infin_compl_bep_per_zin,0.001442707328987141,0.9377911642519906,119
Emotie_TTR,-0.0013622327162151923,0.9412547311525897,240
Int_combi_d,0.0013394116530725496,0.942237137571385,442
Spec_negatief_bvnw_d,0.0013000366396448398,0.9439323679580853,312
Lem_over_vzin_d,0.0012969495719148518,0.9440652877214293,194
Wrd_freq_log_satwrd,-0.0012547572930479804,0.9458821136092462,84
day_of_week,-0.0012487433713187172,0.9461410999656097,0
Infin_nw_d,0.0011759189113071207,0.9492776903281493,394
Bijv_bep_dz,-0.0011321327099324614,0.9511639679501266,169
Freq1000_nw_corr,0.0011101294175919364,0.9521119576583125,105
AL_ww_znwpred,-0.0010655662006211469,0.9540321251234603,157
Lijdv_dz,0.0010425053194766543,0.9550258920647634,136
Freq1000_nsam_nw,0.0010212051484034088,0.955943846511155,93
Causaal_TTR,-0.0009970926856403958,0.9569830701980983,234
Arch_d,0.0009935061572861233,0.9571376523675404,437
Wrd_freq_log_zn_corr_zonder_abw,0.0009930125308363381,0.9571589281787986,89
Conn_contr_TTR,-0.0008753467851339309,0.96223127982814,220
Waarn_mens_bvnw_d,-0.0008335333515518024,0.9640341579207126,288
Arg_over_buf_d,-0.0008250337595096446,0.9644006592907747,196
Imp_ellips_p,0.0008068487531928282,0.965184819689845,410
Ontk_morf_dz,0.00042936572469888523,0.9814688371908894,140
Bijv_bep_dz_zbijzin,-0.00031831842106835005,0.9862610150270604,22
Lem_over_vzin_dz,-0.00012689822392177507,0.9945227008232804,195
Ep_ev_bvnw_p,-0.00012629473136307155,0.9945487489243843,329
Afk_zorg_d,4.788860948309534e-05,0.9979329733776223,434
